fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;
7.4;0.16;0.3;13.7;0.056;33;168;0.99825;2.9;0.44;8.7;7;
6.6;0.22;0.37;1.6;0.04;31;101;0.99009;3.15;0.66;12;5;
6.8;0.34;0.27;5.2;0.06;14;169;0.99252;3.27;0.57;11.6;6;
7.1;0.34;0.86;1.4;0.174;36;99;0.99288;2.92;0.5;9.3;5;
6.3;0.24;0.22;11.9;0.05;65;179;0.99659;3.06;0.58;9.3;6;
6.9;0.35;0.39;2.4;0.048;25;157;0.99133;3.2;0.54;11.1;7;
6.8;0.24;0.33;3.2;0.049;68;161;0.99324;3.1;0.69;10.2;6;
6.4;0.25;0.33;1.7;0.037;35;113;0.99164;3.23;0.66;10.6;6;
5.8;0.19;0.33;4.2;0.038;49;133;0.99107;3.16;0.42;11.3;7;
6.9;0.24;0.4;15.4;0.052;81;198;0.9986;3.2;0.69;9.4;5;
6.5;0.31;0.61;13;0.053;31;123;0.99708;3.09;0.5;9.3;6;
6.6;0.25;0.32;5.6;0.039;15;68;0.99163;2.96;0.52;11.1;6;
7.5;0.38;0.56;9.7;0.055;15;170;0.99605;3.13;0.65;9.9;6;
6.2;0.3;0.3;2.5;0.041;29;82;0.99065;3.31;0.61;11.8;7;
6.4;0.33;0.28;4;0.04;24;81;0.9903;3.26;0.64;12.6;7;
6.9;0.24;0.4;15.4;0.052;81;198;0.9986;3.2;0.69;9.4;5;
7.6;0.27;0.32;1.2;0.043;23;72;0.99236;3.06;0.68;10.5;5;
5.9;0.24;0.34;2;0.037;40;108;0.98948;3.19;0.5;12.3;6;
5.3;0.33;0.3;1.2;0.048;25;119;0.99045;3.32;0.62;11.3;6;
6.4;0.21;0.21;5.1;0.097;21;105;0.9939;3.07;0.46;9.6;5;
7;0.22;0.3;1.4;0.04;14;63;0.98985;3.2;0.33;12;6;
7.8;0.27;0.35;1.2;0.05;36;140;0.99138;3.09;0.45;11.2;5;
6.7;0.2;0.24;6.5;0.044;28;100;0.99348;3.12;0.33;10.2;6;
8.1;0.27;0.33;1.3;0.045;26;100;0.99066;2.98;0.44;12.4;6;
6.7;0.2;0.24;6.5;0.044;28;100;0.99348;3.12;0.33;10.2;6;
7.1;0.45;0.24;2.7;0.04;24;87;0.98862;2.94;0.38;13.4;8;
5.8;0.22;0.29;1.3;0.036;25;68;0.98865;3.24;0.35;12.6;6;
6.3;0.3;0.48;7.4;0.053;34;149;0.99472;3.18;0.53;9.8;5;
7.9;0.36;0.53;12.9;0.049;63;139;0.99792;2.94;0.45;9.1;5;
8.1;0.27;0.33;1.3;0.045;26;100;0.99066;2.98;0.44;12.4;6;
8;0.24;0.33;1.2;0.044;28;101;0.99035;3.03;0.43;12.5;6;
6.7;0.41;0.27;2.6;0.033;25;85;0.99086;3.05;0.34;11.7;6;
6.7;0.24;0.31;2.3;0.044;37;113;0.99013;3.29;0.46;12.9;6;
6.2;0.3;0.32;1.3;0.054;27;183;0.99266;3.3;0.43;10.1;5;
6.9;0.26;0.38;10.5;0.044;33;139;0.99517;3.06;0.5;10.3;6;
6.7;0.41;0.27;2.6;0.033;25;85;0.99086;3.05;0.34;11.7;6;
5.9;0.32;0.2;14.4;0.05;29;144;0.99666;3.24;0.41;10.3;6;
6.1;0.25;0.3;1.2;0.036;42;107;0.991;3.34;0.56;10.8;7;
5.6;0.23;0.29;3.1;0.023;19;89;0.99068;3.25;0.51;11.2;6;
6.6;0.23;0.32;1.7;0.024;26;102;0.99084;3.29;0.6;11.8;6;
6;0.17;0.21;6;0.05;26;134;0.9939;3.08;0.54;9.8;6;
7.1;0.38;0.42;11.8;0.041;32;193;0.99624;3.04;0.49;10;6;
6.6;0.31;0.37;6.2;0.052;13;164;0.99602;3.24;0.39;8.8;4;
6.5;0.38;0.53;1.4;0.142;5;69;0.9926;3.14;0.52;10.1;4;
7;0.44;0.24;12.1;0.056;68;210;0.99718;3.05;0.5;9.5;5;
7;0.44;0.24;12.1;0.056;68;210;0.99718;3.05;0.5;9.5;5;
7;0.44;0.24;12.1;0.056;68;210;0.99718;3.05;0.5;9.5;5;
6.1;0.38;0.14;3.9;0.06;27;113;0.99344;3.07;0.34;9.2;4;
8;0.33;0.32;4.6;0.041;31;180;0.99184;2.92;0.74;12.2;6;
7;0.44;0.24;12.1;0.056;68;210;0.99718;3.05;0.5;9.5;5;
6;0.19;0.29;1.2;0.046;29;92;0.99033;3.22;0.53;11.3;6;
6.3;0.28;0.34;8.1;0.038;44;129;0.99248;3.26;0.29;12.1;6;
6.1;0.38;0.14;3.9;0.06;27;113;0.99344;3.07;0.34;9.2;4;
5.3;0.43;0.11;1.1;0.029;6;51;0.99076;3.51;0.48;11.2;4;
5.4;0.22;0.35;6.5;0.029;26;87;0.99092;3.29;0.44;12.5;7;
6.2;0.345;0.27;10.1;0.056;38;187;0.99486;3.31;0.56;10.6;5;
5.6;0.255;0.57;10.7;0.056;66;171;0.99464;3.25;0.61;10.4;7;
5.2;0.2;0.27;3.2;0.047;16;93;0.99235;3.44;0.53;10.1;7;
6.2;0.29;0.23;12.4;0.048;33;201;0.99612;3.11;0.56;9.9;6;
6.3;0.26;0.25;5.2;0.046;11;133;0.99202;2.97;0.68;11;6;
6;0.22;0.23;5;0.045;10;122;0.99261;2.94;0.63;10;6;
7.5;0.35;0.37;2.5;0.066;29;89;0.98964;3.14;0.42;12.7;6;
6.6;0.39;0.28;9.2;0.036;10;92;0.99206;3.07;0.35;12.1;6;
6.3;0.23;0.33;6.9;0.052;23;118;0.9938;3.23;0.46;10.4;6;
6.3;0.22;0.3;2;0.05;23;120;0.99204;3.24;0.47;10.4;6;
6.4;0.29;0.18;15;0.04;21;116;0.99736;3.14;0.5;9.2;5;
6.4;0.29;0.18;15;0.04;21;116;0.99736;3.14;0.5;9.2;5;
7.5;0.23;0.3;1.2;0.03;27;80;0.99192;3.05;0.68;10.5;5;
6.4;0.29;0.18;15;0.04;21;116;0.99736;3.14;0.5;9.2;5;
5.7;0.28;0.36;1.8;0.041;38;90;0.99002;3.27;0.98;11.9;7;
6.5;0.26;0.24;10.8;0.042;47;130;0.996;3.08;0.4;10.1;6;
6.4;0.27;0.29;3.9;0.034;62;140;0.99237;3.1;0.59;11.1;6;
5.9;0.22;0.29;4.2;0.037;69;144;0.99214;3.13;0.74;10.8;7;
6.8;0.26;0.26;2;0.019;23.5;72;0.99041;3.16;0.47;11.8;6;
7.6;0.36;0.48;13.5;0.038;44;116;0.9982;3.04;0.48;9.2;5;
7.6;0.35;0.47;13.3;0.037;42;116;0.99822;3.04;0.5;9.2;5;
5.7;0.18;0.26;2.2;0.023;21;95;0.9893;3.07;0.54;12.3;6;
6.6;0.36;0.47;1.4;0.145;26;124;0.99274;3.09;0.56;10.1;6;
5.9;0.14;0.2;1.6;0.04;26;114;0.99105;3.25;0.45;11.4;6;
5.5;0.23;0.19;2.2;0.044;39;161;0.99209;3.19;0.43;10.4;6;
6.7;0.11;0.26;14.8;0.053;44;95;0.99676;3.2;0.35;9.8;6;
7;0.24;0.24;1.8;0.047;29;91;0.99251;3.3;0.43;9.9;6;
6.7;0.11;0.26;14.8;0.053;44;95;0.99676;3.2;0.35;9.8;6;
5.3;0.47;0.1;1.3;0.036;11;74;0.99082;3.48;0.54;11.2;4;
7.5;0.29;0.24;9.9;0.058;25;115;0.99567;3.15;0.46;10.9;5;
6;0.33;0.26;5.1;0.051;16;119;0.99416;3.15;0.41;9.2;5;
6;0.33;0.26;5.1;0.051;16;119;0.99416;3.15;0.41;9.2;5;
5.8;0.32;0.23;1.5;0.033;39;121;0.9887;2.96;0.35;12;5;
5.8;0.3;0.23;1.5;0.034;37;121;0.98871;2.96;0.34;12.1;6;
3.8;0.31;0.02;11.1;0.036;20;114;0.99248;3.75;0.44;12.4;6;
6.2;0.36;0.22;5.25;0.038;44;145;0.99184;3.22;0.4;11.2;6;
6;0.31;0.27;2.3;0.042;19;120;0.98952;3.32;0.41;12.7;7;
6.9;0.52;0.54;7.9;0.036;23;169;0.99267;3.26;0.47;12.2;6;
7;0.55;0.05;8;0.036;19;164;0.99269;3.26;0.46;12.2;6;
5.8;0.2;0.16;1.4;0.042;44;99;0.98912;3.23;0.37;12.2;6;
6.2;0.36;0.22;5.25;0.038;44;145;0.99184;3.22;0.4;11.2;6;
6;0.31;0.27;2.3;0.042;19;120;0.98952;3.32;0.41;12.7;7;
6;0.29;0.27;2.3;0.044;20;117;0.9895;3.31;0.41;12.7;7;
5.7;0.22;0.29;3.5;0.04;27;146;0.98999;3.17;0.36;12.1;6;
7.1;0.46;0.23;13.7;0.045;44;192;0.9981;3.11;0.53;9.4;5;
6.6;0.21;0.3;9.9;0.041;64;174;0.995;3.07;0.5;10.1;6;
6.9;0.42;0.2;15.4;0.043;57;201;0.99848;3.08;0.54;9.4;5;
5.7;0.22;0.2;16;0.044;41;113;0.99862;3.22;0.46;8.9;6;
5.7;0.22;0.2;16;0.044;41;113;0.99862;3.22;0.46;8.9;6;
5.7;0.22;0.2;16;0.044;41;113;0.99862;3.22;0.46;8.9;6;
5.7;0.22;0.2;16;0.044;41;113;0.99862;3.22;0.46;8.9;6;
5.2;0.31;0.2;2.4;0.027;27;117;0.98886;3.56;0.45;13;7;
7.2;0.22;0.35;5.5;0.054;37;183;0.99474;3.08;0.5;10.3;5;
5.6;0.18;0.29;2.3;0.04;5;47;0.99126;3.07;0.45;10.1;4;
6.2;0.24;0.27;16.8;0.04;48;129;0.99691;3.23;0.38;10.5;6;
5.7;0.22;0.2;16;0.044;41;113;0.99862;3.22;0.46;8.9;6;
5.7;0.26;0.24;17.8;0.059;23;124;0.99773;3.3;0.5;10.1;5;
5.7;0.26;0.24;17.8;0.059;23;124;0.99773;3.3;0.5;10.1;5;
6;0.2;0.26;6.8;0.049;22;93;0.9928;3.15;0.42;11;6;
6;0.2;0.26;6.8;0.049;22;93;0.9928;3.15;0.42;11;6;
6;0.2;0.26;6.8;0.049;22;93;0.9928;3.15;0.42;11;6;
6;0.2;0.26;6.8;0.049;22;93;0.9928;3.15;0.42;11;6;
7.6;0.28;0.17;1.6;0.046;28;117;0.99288;3.08;0.43;10;5;
7;0.2;0.33;4.7;0.03;25;76;0.99202;2.88;0.54;10.5;6;
6.6;0.26;0.27;11.8;0.048;28;112;0.99606;2.87;0.49;9.7;6;
5.7;0.26;0.24;17.8;0.059;23;124;0.99773;3.3;0.5;10.1;5;
7.2;0.21;0.36;15.7;0.045;68;183;0.99922;3.25;0.76;9.4;5;
6.9;0.22;0.32;5.8;0.041;20;119;0.99296;3.17;0.55;11.2;6;
7.2;0.21;0.36;15.7;0.045;68;183;0.99922;3.25;0.76;9.4;5;
7.4;0.22;0.28;9;0.046;22;121;0.99468;3.1;0.55;10.8;5;
7.2;0.21;0.36;15.7;0.045;68;183;0.99922;3.25;0.76;9.4;5;
6.9;0.22;0.32;5.8;0.041;20;119;0.99296;3.17;0.55;11.2;6;
7;0.2;0.35;8.8;0.037;31;103;0.99388;3.13;0.49;11;6;
5.6;0.26;0;10.2;0.038;13;111;0.99315;3.44;0.46;12.4;6;
6.3;0.28;0.3;6.6;0.208;60;154;0.99478;3.1;0.4;9.4;6;
6.4;0.29;0.3;6.5;0.209;62;156;0.99478;3.1;0.4;9.4;5;
7.2;0.34;0.23;8.9;0.105;22;155;0.99692;3.01;0.58;9.5;5;
7.1;0.39;0.39;11.1;0.034;25;204;0.99616;3.05;0.52;10;6;
6.9;0.26;0.29;4.2;0.043;33;114;0.9902;3.16;0.31;12.5;6;
6.1;0.24;0.25;1.6;0.044;24;115;0.9921;3.39;0.59;10.9;6;
5.9;0.25;0.24;7.4;0.044;21;113;0.99462;3.38;0.58;10.5;6;
6.1;0.24;0.27;11.5;0.05;51;133;0.99476;3.22;0.37;10.8;6;
6.5;0.22;0.27;1.6;0.039;36;116;0.99178;3.38;0.57;11;7;
6.2;0.26;0.29;2;0.036;16;87;0.99081;3.33;0.61;11.8;6;
6.6;0.34;0.25;4.8;0.038;16;121;0.99198;3.36;0.71;12.6;6;
5.6;0.225;0.24;9.8;0.054;59;140;0.99545;3.17;0.39;10.2;6;
7.1;0.23;0.28;1.9;0.046;33;103;0.98997;3.12;0.31;12;5;
6.9;0.26;0.29;4.2;0.043;33;114;0.9902;3.16;0.31;12.5;6;
6.4;0.27;0.3;1.6;0.04;19;86;0.99089;3.32;0.65;11.5;6;
6.3;0.41;0.22;7.3;0.035;23;117;0.99172;3.2;0.39;11.94;7;
7.2;0.585;0.2;10.4;0.086;17;94;0.99681;3.13;0.4;9.4;5;
6.7;0.34;0.26;1.9;0.038;58;138;0.9893;3;0.47;12.2;7;
6.3;0.41;0.22;7.3;0.035;23;117;0.99172;3.2;0.39;11.94;7;
6.4;0.26;0.35;7.7;0.056;45;191;0.99527;3.16;0.5;9.5;5;
6.3;0.28;0.22;11.5;0.036;27;150;0.99445;3;0.33;10.6;6;
7.4;0.16;0.33;1.2;0.042;47;121;0.99198;3.04;0.68;10.5;7;
5.9;0.2;0.28;1;0.043;45;100;0.99033;3.4;0.41;11.4;6;
6.4;0.24;0.26;8.2;0.054;47;182;0.99538;3.12;0.5;9.5;5;
7.4;0.38;0.34;8.3;0.052;44;168;0.99627;3.11;0.52;9.2;5;
6.4;0.24;0.26;8.2;0.054;47;182;0.99538;3.12;0.5;9.5;5;
6.4;0.42;0.19;9.3;0.043;28;145;0.99433;3.23;0.53;10.98;5;
6.4;0.23;0.26;8.1;0.054;47;181;0.9954;3.12;0.49;9.4;5;
6.4;0.24;0.26;8.2;0.054;47;182;0.99538;3.12;0.5;9.5;5;
7.4;0.38;0.34;8.3;0.052;44;168;0.99627;3.11;0.52;9.2;5;
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8;
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8;
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8;
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8;
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8;
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8;
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8;
6.8;0.24;0.29;2;0.044;15;96;0.99232;3.23;0.64;10.4;8;
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8;
5.7;0.28;0.35;1.2;0.052;39;141;0.99108;3.44;0.69;11.3;6;
5.8;0.22;0.25;1.5;0.024;21;109;0.99234;3.37;0.58;10.4;6;
6.7;0.27;0.69;1.2;0.176;36;106;0.99288;2.96;0.43;9.2;6;
7.1;0.2;0.35;3.2;0.034;21;107;0.99195;3.11;0.54;11.1;6;
6.7;0.27;0.69;1.2;0.176;36;106;0.99288;2.96;0.43;9.2;6;
7.1;0.23;0.3;2.6;0.034;62;148;0.99121;3.03;0.56;11.3;7;
7.6;0.31;0.52;13.2;0.042;61;148;0.99839;2.98;0.47;9.1;6;
7.2;0.34;0.28;10.4;0.108;43;187;0.99738;2.96;0.57;9.4;5;
7;0.36;0.25;5.7;0.015;14;73;0.98963;2.82;0.59;13.2;6;
6.4;0.31;0.28;2.5;0.039;34;137;0.98946;3.22;0.38;12.7;6;
7.3;0.28;0.35;1.6;0.054;31;148;0.99178;3.18;0.47;10.7;5;
6.4;0.31;0.27;7.4;0.049;48;169;0.99323;3.27;0.45;11.1;6;
6.4;0.31;0.28;2.5;0.039;34;137;0.98946;3.22;0.38;12.7;6;
5.9;0.28;0.34;3.6;0.04;50;194;0.9912;3.31;0.52;11.6;6;
7.2;0.34;0.2;5.8;0.062;52;203;0.99461;3.17;0.44;9.8;6;
7.3;0.28;0.35;1.6;0.054;31;148;0.99178;3.18;0.47;10.7;5;
6.5;0.2;0.33;1.5;0.039;36;110;0.99008;3.22;0.65;12;6;
6.2;0.24;0.27;2.9;0.039;30;123;0.98959;3.12;0.37;12.8;6;
7.1;0.31;0.25;11.2;0.048;32;136;0.99663;3.14;0.4;9.5;5;
6.3;0.19;0.33;10.1;0.063;63;133;0.99561;2.86;0.41;9.1;5;
5.9;0.29;0.28;3.2;0.035;16;117;0.98959;3.26;0.42;12.6;6;
7.1;0.31;0.25;11.2;0.048;32;136;0.99663;3.14;0.4;9.5;5;
6.5;0.3;0.28;11.45;0.041;29;109;0.99418;2.98;0.3;10.9;6;
6.5;0.22;0.19;4.5;0.096;16;115;0.9937;3.02;0.44;9.6;5;
7;0.23;0.28;2.7;0.053;16;92;0.99372;3.18;0.56;9.3;5;
6.1;0.26;0.28;1.7;0.043;24;98;0.98918;3.14;0.44;12.5;6;
6.4;0.35;0.21;2.1;0.051;46;171;0.9932;3.16;0.5;9.5;5;
6;0.32;0.32;4.8;0.041;40;186;0.99235;3.22;0.54;11;6;
6.1;0.34;0.21;5;0.042;17;133;0.99373;3.02;0.53;9.4;5;
6.5;0.315;0.2;6.6;0.041;9;126;0.99494;2.94;0.51;8.8;5;
6.1;0.34;0.21;5;0.042;17;133;0.99373;3.02;0.53;9.4;5;
6.4;0.3;0.27;5;0.058;27;151;0.99198;3.22;0.49;12.2;6;
7;0.24;0.26;1.7;0.041;31;110;0.99142;3.2;0.53;11;6;
6.4;0.26;0.21;8.2;0.05;51;182;0.99542;3.23;0.48;9.5;5;
6.4;0.26;0.21;8.2;0.05;51;182;0.99542;3.23;0.48;9.5;5;
6;0.27;0.31;5;0.043;54;170;0.9924;3.28;0.52;11;6;
7.1;0.21;0.33;1.2;0.039;34;97;0.99112;3.11;0.75;11.2;6;
6.7;0.26;0.29;7.1;0.036;28;100;0.99534;3.08;0.36;9.3;6;
6.3;0.28;0.22;9.5;0.04;30;111;0.99338;3.05;0.31;10.8;4;
6.2;0.25;0.44;15.8;0.057;39;167;0.99804;3.14;0.51;9.2;5;
7.3;0.22;0.37;15.5;0.048;70;203;0.99899;3.25;0.77;9.4;5;
6.2;0.25;0.44;15.8;0.057;39;167;0.99804;3.14;0.51;9.2;5;
6.4;0.18;0.28;17.05;0.047;53;139;0.99724;3.25;0.35;10.5;6;
6.3;0.2;0.26;12.7;0.046;60;143;0.99526;3.26;0.35;10.8;6;
6.6;0.24;0.22;12.3;0.051;35;146;0.99676;3.1;0.67;9.4;5;
7.4;0.27;0.26;11.8;0.053;55;173;0.99699;3.11;0.6;9.8;5;
7.4;0.27;0.26;11.8;0.053;55;173;0.99699;3.11;0.6;9.8;5;
7.4;0.27;0.26;11.8;0.053;55;173;0.99699;3.11;0.6;9.8;5;
6.6;0.24;0.22;12.3;0.051;35;146;0.99676;3.1;0.67;9.4;5;
7.4;0.27;0.26;11.8;0.053;55;173;0.99699;3.11;0.6;9.8;5;
7.1;0.38;0.29;13.6;0.041;30;137;0.99461;3.02;0.96;12.1;6;
6.8;0.43;0.26;5.2;0.043;40;176;0.99116;3.17;0.41;12.3;6;
5.9;0.29;0.16;7.9;0.044;48;197;0.99512;3.21;0.36;9.4;5;
5.9;0.29;0.16;7.9;0.044;48;197;0.99512;3.21;0.36;9.4;5;
6.3;0.29;0.29;3.3;0.037;32;140;0.9895;3.17;0.36;12.8;7;
6.3;0.19;0.32;2.8;0.046;18;80;0.99043;2.92;0.47;11.05;6;
5.7;0.29;0.16;7.9;0.044;48;197;0.99512;3.21;0.36;9.4;5;
6.3;0.29;0.29;3.3;0.037;32;140;0.9895;3.17;0.36;12.8;7;
5.8;0.3;0.38;4.9;0.039;22;86;0.98963;3.23;0.58;13.1;7;
7.1;0.27;0.27;10.4;0.041;26;114;0.99335;3.04;0.52;11.5;7;
5.8;0.3;0.38;4.9;0.039;22;86;0.98963;3.23;0.58;13.1;7;
7.1;0.27;0.27;10.4;0.041;26;114;0.99335;3.04;0.52;11.5;7;
6.3;0.305;0.22;16;0.061;26;141;0.99824;3.08;0.5;9.1;5;
5.7;0.24;0.47;6.3;0.069;35;182;0.99391;3.11;0.46;9.75;5;
6.2;0.22;0.28;2.2;0.04;24;125;0.9917;3.19;0.48;10.5;6;
6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6;
6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6;
6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6;
6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6;
6.2;0.22;0.28;2.2;0.04;24;125;0.9917;3.19;0.48;10.5;6;
6.2;0.22;0.28;2.2;0.04;24;125;0.9917;3.19;0.48;10.5;6;
6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6;
6.1;0.22;0.5;6.6;0.045;30;122;0.99415;3.22;0.49;9.9;6;
6.2;0.21;0.52;6.5;0.047;28;123;0.99418;3.22;0.49;9.9;6;
6.3;0.32;0.26;12.3;0.044;24;205;0.99611;3.11;0.58;9.9;5;
6.9;0.44;0.27;5;0.038;33;166;0.99124;3.2;0.42;12.2;6;
6.1;0.31;0.34;2.8;0.042;59.5;162;0.99179;3.27;0.47;10.8;6;
8.1;0.36;0.59;13.6;0.051;60;134;0.99886;2.96;0.39;8.7;5;
6.6;0.38;0.28;2.8;0.043;17;67;0.98924;3.21;0.47;13.2;6;
6.7;0.24;0.26;5.4;0.03;15;94;0.99045;3.15;0.38;12.7;6;
6.9;0.56;0.26;10.9;0.06;55;193;0.9969;3.21;0.44;9.4;5;
7.2;0.24;0.24;1.7;0.045;18;161;0.99196;3.25;0.53;11.2;6;
6.7;0.28;0.28;4.5;0.051;14;92;0.99224;3.36;0.58;11.9;6;
6.5;0.29;0.3;9.15;0.051;25;166;0.99339;3.24;0.56;11.35;6;
6.1;0.21;0.19;1.4;0.046;51;131;0.99184;3.22;0.39;10.5;5;
7.2;0.47;0.16;5.9;0.048;14;125;0.99428;3.09;0.49;9.8;5;
6.7;0.34;0.31;16.4;0.051;20;146;0.99834;3.06;0.54;9.1;5;
6.6;0.27;0.25;1.2;0.033;36;111;0.98918;3.16;0.37;12.4;6;
6.7;0.34;0.31;16.4;0.051;20;146;0.99834;3.06;0.54;9.1;5;
7.2;0.47;0.16;5.9;0.048;14;125;0.99428;3.09;0.49;9.8;5;
5;0.35;0.25;7.8;0.031;24;116;0.99241;3.39;0.4;11.3;6;
5;0.35;0.25;7.8;0.031;24;116;0.99241;3.39;0.4;11.3;6;
4.4;0.46;0.1;2.8;0.024;31;111;0.98816;3.48;0.34;13.1;6;
6.6;0.38;0.29;2.9;0.035;15;101;0.98916;3.04;0.37;12.5;6;
7.3;0.3;0.25;2.5;0.045;32;122;0.99329;3.18;0.54;10.3;5;
6.4;0.28;0.22;12.8;0.039;51;150;0.99535;3.23;0.43;10.7;6;
6.9;0.29;0.25;12.2;0.04;29;136;0.99552;3.05;0.65;10.4;6;
6.3;0.3;0.19;7.7;0.049;47;184;0.99514;3.22;0.48;9.5;5;
6.3;0.39;0.22;2.8;0.048;53;173;0.99304;3.24;0.45;9.8;5;
6.6;0.38;0.29;2.9;0.035;15;101;0.98916;3.04;0.37;12.5;6;
6.6;0.18;0.26;17.3;0.051;17;149;0.9984;3;0.43;9.4;6;
6;0.28;0.29;19.3;0.051;36;174;0.99911;3.14;0.5;9;5;
6;0.28;0.29;19.3;0.051;36;174;0.99911;3.14;0.5;9;5;
6;0.28;0.29;19.3;0.051;36;174;0.99911;3.14;0.5;9;5;
6.6;0.35;0.26;2.7;0.045;19;129;0.98952;3.24;0.48;13;7;
5.9;0.22;0.18;6.4;0.041;28;120;0.99403;3.27;0.5;9.9;5;
6.6;0.18;0.26;17.3;0.051;17;149;0.9984;3;0.43;9.4;6;
7.7;0.28;0.24;2.4;0.044;29;157;0.99312;3.27;0.56;10.6;6;
7.1;0.42;0.2;2.8;0.038;28;109;0.98968;3.23;0.47;13.4;6;
6.7;0.32;0.32;1.7;0.031;31;114;0.98946;3.12;0.35;12.5;6;
6.6;0.26;0.56;15.4;0.053;32;141;0.9981;3.11;0.49;9.3;5;
6.6;0.26;0.56;15.4;0.053;32;141;0.9981;3.11;0.49;9.3;5;
6.2;0.32;0.24;4.1;0.051;34;149;0.99306;3.36;0.52;11;5;
6.3;0.25;0.27;6.6;0.054;40;158;0.99378;3.2;0.48;10.3;5;
6.2;0.21;0.24;1.2;0.051;31;95;0.99036;3.24;0.57;11.3;6;
6.4;0.23;0.27;2.1;0.042;35;100;0.99094;3.03;0.63;10.9;6;
4.7;0.145;0.29;1;0.042;35;90;0.9908;3.76;0.49;11.3;6;
6.2;0.2;0.28;1.1;0.039;24;78;0.9899;3.36;0.47;12.1;6;
7;0.28;0.28;1.4;0.039;12;83;0.99173;3.18;0.65;11.1;5;
7.1;0.36;0.2;1.6;0.271;24;140;0.99356;3.11;0.63;9.8;5;
5.7;0.25;0.22;9.8;0.049;50;125;0.99571;3.2;0.45;10.1;6;
5.7;0.22;0.33;1.9;0.036;37;110;0.98945;3.26;0.58;12.4;6;
6;0.2;0.38;1.3;0.034;37;104;0.98865;3.11;0.52;12.7;6;
6.4;0.32;0.26;7.9;0.05;53;180;0.99514;3.14;0.5;9.6;5;
6.4;0.32;0.26;7.9;0.05;53;180;0.99514;3.14;0.5;9.6;5;
6;0.555;0.26;4.5;0.053;17;126;0.9943;3.24;0.46;9.1;5;
5.9;0.22;0.45;22.6;0.12;55;122;0.99636;3.1;0.35;12.8;5;
6.4;0.32;0.26;7.9;0.05;53;180;0.99514;3.14;0.5;9.6;5;
6.2;0.3;0.33;3.5;0.037;37;155;0.98987;3.18;0.37;12.4;6;
5.8;0.28;0.18;1.2;0.058;7;108;0.99288;3.23;0.58;9.55;4;
5.8;0.555;0.26;4.5;0.053;17;126;0.9943;3.24;0.46;9.1;5;
6.7;0.31;0.33;2;0.033;12;74;0.99064;3.29;0.65;12.5;6;
6.4;0.15;0.25;7.8;0.05;13;68;0.99394;3.16;0.4;9.9;6;
6.4;0.13;0.28;0.9;0.045;32;87;0.99175;3.47;0.52;11.2;6;
6.7;0.48;0.49;2.9;0.03;28;122;0.98926;3.13;0.4;13;6;
6.7;0.48;0.49;2.9;0.03;28;122;0.98926;3.13;0.4;13;6;
5.8;0.3;0.33;3.5;0.033;25;116;0.99057;3.2;0.44;11.7;6;
6.1;0.28;0.23;4.2;0.038;13;95;0.98898;2.97;0.7;13.1;6;
6;0.19;0.37;9.7;0.032;17;50;0.9932;3.08;0.66;12;6;
6.8;0.31;0.25;10.5;0.043;30;165;0.9972;3.36;0.55;10.55;6;
7.5;0.24;0.29;1.1;0.046;34;84;0.9902;3.04;0.39;11.45;6;
6.8;0.23;0.39;16.1;0.053;71;194;0.9988;3.18;0.64;10.2;6;
7.5;0.24;0.29;1.1;0.046;34;84;0.9902;3.04;0.39;11.45;6;
6.3;0.29;0.3;8.1;0.212;60;150;0.9958;3.1;0.4;9.3;5;
6.8;0.2;0.25;6.2;0.052;22;106;0.9935;3.09;0.54;10.8;5;
5.2;0.38;0.26;7.7;0.053;20;103;0.9925;3.27;0.45;12.2;6;
7.8;0.27;0.33;2.4;0.053;36;175;0.992;3.2;0.55;11;6;
6.6;0.54;0.21;16.3;0.055;41;182;0.9986;3.35;0.54;10.4;6;
7.1;0.25;0.31;2.3;0.05;32;156;0.9914;3.14;0.51;11.4;6;
5.8;0.61;0.01;8.4;0.041;31;104;0.9909;3.26;0.72;14.05;7;
6.5;0.32;0.23;8.5;0.051;20;138;0.9943;3.03;0.42;10.7;5;
6.4;0.28;0.23;6;0.051;50;162;0.994;3.15;0.52;10.2;5;
6.6;0.19;0.28;1.1;0.044;38;100;0.9904;3.22;0.69;11.2;6;
